run_name,method,K,kappa_base,kappa_icl,delta_kappa,accbal_base,accbal_icl,delta_accbal,f1w_base,f1w_icl,delta_f1w,test_kappa_baseline,hours_of_data,num_subjects_train
test,Proto-ICL,1,0.39934555000027583,0.06366186948063346,-0.33568368051964237,0.46307067412964686,0.2915600131016304,-0.1715106610280165,0.5760159998128547,0.2891131876588948,-0.28690281215395985,0.3989569528103414,1771.2,46
test,Proto-ICL,5,0.3991604274122551,0.3724239209920309,-0.026736506420224182,0.46238006670992027,0.5201881216349034,0.05780805492498309,0.5769363994822654,0.5151727694786288,-0.061763630003636605,0.3989569528103414,1771.2,46
test,Proto-ICL,10,0.40153706613823903,0.4089648420836677,0.00742777594542865,0.4634008549193636,0.5533250532279166,0.08992419830855297,0.5799363438268039,0.5634480747998304,-0.016488269026973534,0.3989569528103414,1771.2,46
test,Proto-ICL,1,0.2850668873520169,0.1931619041516235,-0.09190498320039342,0.4074081001119806,0.38804582607907345,-0.019362274032907134,0.4357494851073956,0.3462496297345282,-0.08949985537286737,0.285015591290362,1772.8,46
test,Proto-ICL,5,0.2853329005201727,0.31530644915965833,0.029973548639485648,0.4075251688222973,0.4573537442808061,0.04982857545850883,0.43643536245762354,0.4674580129903282,0.031022650532704643,0.285015591290362,1772.8,46
test,Proto-ICL,10,0.28701977770090803,0.2840459635359638,-0.002973814164944244,0.40841303934677586,0.473712557393127,0.06529951804635115,0.4386578535117701,0.4396087896820553,0.0009509361702851882,0.285015591290362,1772.8,46
test,Proto-ICL,1,0.5858495576322781,0.4440094832836359,-0.1418400743486422,0.6358158178734545,0.6048292764417165,-0.03098654143173807,0.6776786061454396,0.5649976641274365,-0.11268094201800316,0.5861266934475163,1765.3333333333333,46
test,Proto-ICL,5,0.5865689278600561,0.4393240647092236,-0.14724486315083252,0.6365603404047784,0.5932761926184801,-0.0432841477862983,0.6790827120225327,0.5410857364427683,-0.13799697557976442,0.5861266934475163,1765.3333333333333,46
test,Proto-ICL,10,0.5864727007012169,0.4405874539188007,-0.1458852467824162,0.6360513410575127,0.6082631037401931,-0.02778823731731961,0.6804236928653409,0.5590302237095889,-0.121393469155752,0.5861266934475163,1765.3333333333333,46
test,Proto-ICL,1,0.3375772005251215,0.2797822782148782,-0.0577949223102433,0.4058570950114125,0.4269430461986083,0.021085951187195806,0.519310866586447,0.4495088713448869,-0.06980199524156011,0.33714428722928924,1753.6,46
test,Proto-ICL,5,0.3373881468577963,0.31219910759780267,-0.025189039259993606,0.4053588523303603,0.44290325964673016,0.03754440731636988,0.5200731570016974,0.48349549471324743,-0.03657766228845,0.33714428722928924,1753.6,46
test,Proto-ICL,10,0.3376165479196147,0.3913352783687105,0.05371873044909581,0.4048612957997138,0.4900248722213387,0.08516357642162492,0.5213316154967679,0.5448647329500517,0.02353311745328379,0.33714428722928924,1753.6,46
test,Proto-ICL,1,0.49840692987626567,0.18756952491880177,-0.3108374049574639,0.536308818761982,0.38640186339472293,-0.14990695536725906,0.6252998997168201,0.34998982396593137,-0.2753100757508887,0.49738659570519905,1757.8666666666666,46
test,Proto-ICL,5,0.49867595514609553,0.389759364774126,-0.10891659037196955,0.5363600396949433,0.5226276204657749,-0.013732419229168347,0.6263231160528079,0.533616469384948,-0.09270664666785988,0.49738659570519905,1757.8666666666666,46
test,Proto-ICL,10,0.5001746053264298,0.44624268479556595,-0.05393192053086382,0.5370251841417736,0.5686094126075291,0.03158422846575548,0.6284482356901286,0.5673553247392518,-0.06109291095087688,0.49738659570519905,1757.8666666666666,46
test,Proto-ICL,1,0.4585278153256101,0.2017247014865058,-0.2568031138391043,0.542440137235247,0.4219943818180167,-0.1204457554172303,0.6033823986137238,0.3774404057383447,-0.22594199287537908,0.4584561335812277,1764.2666666666669,46
test,Proto-ICL,5,0.45895619117753905,0.3907844438324567,-0.06817174734508236,0.5425906304038332,0.5315763201594874,-0.011014310244345737,0.6048270992942149,0.5482969828664483,-0.05653011642776651,0.4584561335812277,1764.2666666666669,46
test,Proto-ICL,10,0.4587762503717461,0.4221071865403131,-0.03666906383143298,0.5424009823929612,0.5724997041760994,0.030098721783138216,0.6061210722123573,0.5707846743738041,-0.035336397838553246,0.4584561335812277,1764.2666666666669,46
test,Proto-ICL,1,0.5051044801873762,0.28357606750644826,-0.22152841268092793,0.5649566934588405,0.4225789844823063,-0.14237770897653418,0.6311800339740715,0.4668518599880897,-0.16432817398598182,0.5047653087525694,1757.8666666666666,46
test,Proto-ICL,5,0.5044691686538416,0.44518269533503096,-0.05928647331881065,0.5641039186516549,0.568620177860071,0.00451625920841614,0.6318444548898194,0.58845627218392,-0.04338818270589939,0.5047653087525694,1757.8666666666666,46
test,Proto-ICL,10,0.5051284107571926,0.44862604964491226,-0.05650236111228035,0.5641802184431508,0.5799624548313487,0.015782236388197868,0.6336598744347018,0.5912847100233763,-0.042375164411325494,0.5047653087525694,1757.8666666666666,46
test,Proto-ICL,1,0.34018402777415757,0.2794256371507705,-0.06075839062338706,0.4611649947488147,0.4665142209569118,0.00534922620809708,0.4911010152404998,0.4426194889879382,-0.048481526252561635,0.34050736588131636,1746.1333333333334,46
test,Proto-ICL,5,0.341282806828218,0.35835756840281174,0.017074761574593755,0.46203068701082106,0.5151306233128663,0.053099936302045236,0.4924935257733444,0.5171384129888215,0.024644887215477085,0.34050736588131636,1746.1333333333334,46
test,Proto-ICL,10,0.34070188153779457,0.3577132781725415,0.017011396634746934,0.4618028752186409,0.5002260174769722,0.038423142258331267,0.492906810564364,0.5061897908091754,0.013282980244811393,0.34050736588131636,1746.1333333333334,46
test,Proto-ICL,20,0.3420515303976509,0.33454603721395426,-0.007505493183696643,0.46246029105622954,0.5047570319097232,0.042296740853493664,0.4960293282072003,0.4868225075891815,-0.009206820618018807,0.34050736588131636,1746.1333333333334,46
test,Proto-ICL,1,0.25454303374607845,0.2237354293560101,-0.030807604390068355,0.3704757052715274,0.3987019602557299,0.028226254984202503,0.4363869927666175,0.3805516119480503,-0.055835380818567204,0.25402991815024456,1766.4,46
test,Proto-ICL,5,0.2543886572526939,0.235726791167022,-0.018661866085671885,0.36996893427878697,0.4123795047317754,0.04241057045298846,0.43730885117322993,0.41282213536516593,-0.024486715808063997,0.25402991815024456,1766.4,46
test,Proto-ICL,10,0.2549947356024054,0.24844993243711855,-0.006544803165286828,0.3701095338510539,0.446823855236573,0.07671432138551909,0.4389689022369778,0.3661897909812568,-0.07277911125572101,0.25402991815024456,1766.4,46
test,Proto-ICL,20,0.25831478810228203,0.2630959776736509,0.00478118957136886,0.3716378442880573,0.41764532816483174,0.046007483876774447,0.4443365134061836,0.4091392223517791,-0.0351972910544045,0.25402991815024456,1766.4,46
test,Proto-ICL,1,0.4712820915915892,0.342804187940138,-0.12847790365145118,0.5084975286614531,0.4773263202905227,-0.03117120837093046,0.6105175439429419,0.5122815959831384,-0.0982359479598035,0.4712287497647345,1772.8,46
test,Proto-ICL,5,0.4723702485460143,0.44254995030293776,-0.029820298243076526,0.5086959095208224,0.5508715911525119,0.0421756816316895,0.6123754045431337,0.5864968318822318,-0.025878572660901877,0.4712287497647345,1772.8,46
test,Proto-ICL,10,0.4743456347800906,0.4209899534687215,-0.05335568131136914,0.5094250225024453,0.5402472007507674,0.03082217824832212,0.6145814175406137,0.5582767871092459,-0.0563046304313678,0.4712287497647345,1772.8,46
test,Proto-ICL,20,0.47558307491314766,0.4595086116167585,-0.016074463296389174,0.50931709636651,0.5802986684476216,0.07098157208111155,0.6182016877429807,0.5923003980433085,-0.025901289699672203,0.4712287497647345,1772.8,46
test,Proto-ICL,1,0.5471438069486646,0.3504073222313364,-0.19673648471732819,0.5638073238610607,0.4470750727983678,-0.11673225106269292,0.6671042195297179,0.5201943729381658,-0.14690984659155204,0.5471067509717822,1766.4,46
test,Proto-ICL,5,0.5475608947741241,0.4481663890071832,-0.09939450576694087,0.5636573595925809,0.5825607691579329,0.01890340956535197,0.6683033780897212,0.5861840565489199,-0.08211932154080126,0.5471067509717822,1766.4,46
test,Proto-ICL,10,0.5502538731935946,0.4420733084897508,-0.10818056470384385,0.5645551350276745,0.5679418976143735,0.0033867625866990103,0.6715444560711489,0.5877477860026903,-0.08379667006845859,0.5471067509717822,1766.4,46
test,Proto-ICL,20,0.5526941056067269,0.4645267378519736,-0.08816736775475331,0.5649003034515975,0.5842710539793383,0.019370750527740843,0.6757435240001772,0.597781213088945,-0.07796231091123218,0.5471067509717822,1766.4,46
test,Proto-ICL,1,0.5349471803407997,0.26641015065894424,-0.26853702968185544,0.5538757809489157,0.44968062801568215,-0.1041951529332335,0.6574090201403442,0.43530740254751166,-0.22210161759283253,0.5346650974571312,1766.4,46
test,Proto-ICL,5,0.5361145389315745,0.4716813769022691,-0.06443316202930538,0.5541800003082885,0.5756744879086224,0.0214944876003339,0.659240729559949,0.5994157352297872,-0.05982499433016175,0.5346650974571312,1766.4,46
test,Proto-ICL,10,0.5366957720588235,0.4776082660898444,-0.05908750596897905,0.5542006737692662,0.5870571036887364,0.03285642991947024,0.6607426772640952,0.599452912667679,-0.06128976459641622,0.5346650974571312,1766.4,46
test,Proto-ICL,20,0.5397498781542451,0.4889827086275754,-0.05076716952666971,0.554925326605194,0.581307580560929,0.026382253955735013,0.6655816299312912,0.6147808169138665,-0.05080081301742467,0.5346650974571312,1766.4,46
test,Proto-ICL,1,0.5181072670454916,0.36408893891627814,-0.15401832812921346,0.5603837986807626,0.4934505599146104,-0.0669332387661522,0.6399465832306386,0.5369366502449714,-0.10300993298566719,0.5178259139204243,1766.4,46
test,Proto-ICL,5,0.5194132595166806,0.42773982031542934,-0.09167343920125126,0.5608468263880998,0.5636000077316593,0.0027531813435595076,0.6418134308391812,0.555722704937057,-0.08609072590212419,0.5178259139204243,1766.4,46
test,Proto-ICL,10,0.5215374281922575,0.4569951849484758,-0.06454224324378166,0.5619023169719416,0.5762999819523756,0.014397664980434044,0.6444915536891901,0.5953304992400869,-0.049161054449103236,0.5178259139204243,1766.4,46
test,Proto-ICL,20,0.5231683053075487,0.45410909655928,-0.06905920874826865,0.5625107257159557,0.5774317857045546,0.014921059988598828,0.648097691334387,0.5874460623458113,-0.06065162898857568,0.5178259139204243,1766.4,46
test,Proto-ICL,1,0.5041475246499505,0.26297616656281897,-0.24117135808713153,0.5216492547510638,0.42961927574778985,-0.09202997900327398,0.6385911849058509,0.44130783942221313,-0.19728334548363774,0.5038456001580375,1766.4,46
test,Proto-ICL,5,0.5048969782877386,0.4515139478963319,-0.05338303039140668,0.5214224449864986,0.5736536057470516,0.05223116076055301,0.640098304933515,0.5952736416598488,-0.0448246632736663,0.5038456001580375,1766.4,46
test,Proto-ICL,10,0.5081120396553065,0.4484173641864144,-0.05969467546889207,0.5234437210739353,0.5620636307884536,0.03861990971451823,0.6434896898422808,0.5948721154482935,-0.048617574393987284,0.5038456001580375,1766.4,46
test,Proto-ICL,20,0.5105265917153116,0.42940846224739226,-0.0811181294679193,0.5228535654096315,0.5687460168517922,0.0458924514421607,0.6479741713015462,0.5758041537845566,-0.07217001751698959,0.5038456001580375,1766.4,46
test,Proto-ICL,1,0.4724354983283467,0.31894824919495945,-0.15348724913338724,0.5316188694729229,0.5087275280993888,-0.022891341373534102,0.5998199910522499,0.468549455231889,-0.1312705358203609,0.4721218166262009,1766.4,46
test,Proto-ICL,5,0.4722962589301526,0.4462776825170871,-0.026018576413065486,0.5315234787336793,0.5863853291900383,0.05486185045635894,0.6005291849746056,0.5876950367640905,-0.012834148210515095,0.4721218166262009,1766.4,46
test,Proto-ICL,10,0.4742428948712544,0.4569280838997267,-0.01731481097152765,0.5322992191066062,0.5816141361394573,0.04931491703285118,0.603254389298952,0.5940182416668781,-0.009236147632073921,0.4721218166262009,1766.4,46
test,Proto-ICL,20,0.4724334442689748,0.4558526560338765,-0.016580788235098343,0.5306399920663243,0.5817829848858453,0.05114299281952106,0.6041250007503874,0.5859657464113392,-0.018159254339048192,0.4721218166262009,1766.4,46
test,Proto-ICL,1,0.5293017302706885,0.27899298650889015,-0.25030874376179835,0.5405614317488251,0.4473481451404091,-0.09321328660841599,0.6612256304916105,0.4236461147028279,-0.2375795157887826,0.52863533484961,1766.4,46
test,Proto-ICL,5,0.5298101038024687,0.47547152676545024,-0.0543385770370185,0.5402595467561384,0.5856027245924211,0.04534317783628272,0.6626511772320218,0.6109719921065179,-0.05167918512550396,0.52863533484961,1766.4,46
test,Proto-ICL,10,0.5317875101944998,0.4917354992628665,-0.04005201093163324,0.5404834757308106,0.5928409849991414,0.052357509268330826,0.6653253755749251,0.6290474752924837,-0.03627790028244138,0.52863533484961,1766.4,46
test,Proto-ICL,20,0.5348249751329048,0.4971433625048266,-0.03768161262807823,0.5412227199858451,0.6000541660514723,0.05883144606562718,0.6701480662242429,0.6248505583688738,-0.045297507855369123,0.52863533484961,1766.4,46
test,Proto-ICL,1,0.5197853035565385,0.4004823514322462,-0.11930295212429232,0.5239867106062712,0.5264623134918966,0.0024756028856254275,0.6476065034382279,0.5562935102979785,-0.09131299314024943,0.5200661482364498,1766.4,46
test,Proto-ICL,5,0.5208276973663684,0.4923783662651493,-0.028449331101219055,0.5243540740569114,0.5788951896403324,0.05454111558342101,0.6493832506644792,0.6323448319755632,-0.01703841868891598,0.5200661482364498,1766.4,46
test,Proto-ICL,10,0.5225510559211519,0.48610013968653465,-0.03645091623461727,0.5244812717724053,0.5873682762933387,0.06288700452093332,0.6517822485747482,0.6281202582051667,-0.023661990369581498,0.5200661482364498,1766.4,46
test,Proto-ICL,20,0.5270880482114318,0.5349084231364853,0.007820374925053497,0.5258597918395825,0.6065767401717175,0.08071694833213494,0.6580314456065052,0.6667676131803204,0.008736167573815234,0.5200661482364498,1766.4,46
test,Proto-ICL,1,0.509830836378699,0.32766537965058706,-0.1821654567281119,0.5368214848471734,0.4824108090709114,-0.05441067577626202,0.64485232890215,0.4923674976090825,-0.15248483129306756,0.5098159468038121,1766.4,46
test,Proto-ICL,5,0.5120814593743273,0.5034649269410753,-0.008616532433252,0.538052099683968,0.5797651591207619,0.04171305943679382,0.6473729136684688,0.6291424870124206,-0.018230426656048238,0.5098159468038121,1766.4,46
test,Proto-ICL,10,0.5103106674395808,0.4591405477735173,-0.05117011966606344,0.5361372099971257,0.5811295848569455,0.044992374859819884,0.6475941405048432,0.6064312494369531,-0.04116289106789006,0.5098159468038121,1766.4,46
test,Proto-ICL,20,0.5155295214438702,0.4588388372596141,-0.0566906841842561,0.5380288764188194,0.588057320914913,0.05002844449609367,0.6538514141230913,0.6005179386538818,-0.053333475469209524,0.5098159468038121,1766.4,46
test,Proto-ICL,1,0.3419500439423483,0.1520272961961424,-0.1899227477462059,0.39590140125779694,0.34377299386020177,-0.05212840739759517,0.5612734794327312,0.29612454119590575,-0.26514893823682545,0.34135416696342624,1760.0,46
test,Proto-ICL,5,0.34298310724739356,0.3183118375872642,-0.024671269660129336,0.3958678148727609,0.4763973789385802,0.08052956406581929,0.5633177208787113,0.4742988165490931,-0.08901890432961823,0.34135416696342624,1760.0,46
test,Proto-ICL,10,0.3439420896401425,0.35250235201840696,0.00856026237826446,0.39572033002137585,0.4923637661003713,0.09664343607899545,0.5656715308671584,0.5200680143552266,-0.04560351651193173,0.34135416696342624,1760.0,46
test,Proto-ICL,20,0.3497417117279471,0.341782543596329,-0.007959168131618122,0.3975185964911124,0.480417789959712,0.08289919346859964,0.5732977410528965,0.5089174298001287,-0.06438031125276789,0.34135416696342624,1760.0,46
test,Proto-ICL,1,0.5068923690857652,0.4118096932581998,-0.09508267582756535,0.5275339237050061,0.5052657395690234,-0.022268184135982638,0.6181508568177774,0.5433417713645071,-0.07480908545327025,0.506881873625177,1757.8666666666666,46
test,Proto-ICL,5,0.5065044977833857,0.5106066551873565,0.004102157403970796,0.526791743107742,0.5917811291744949,0.06498938606675286,0.6184892464507423,0.6334517561673692,0.014962509716626826,0.506881873625177,1757.8666666666666,46
test,Proto-ICL,10,0.5088681332188671,0.5084773367186765,-0.00039079650019069323,0.5278000802319517,0.5913500004503016,0.06354992021834993,0.6212475229460611,0.6324525683622246,0.011205045416163517,0.506881873625177,1757.8666666666666,46
test,Proto-ICL,20,0.5103462318379028,0.5438591053725252,0.0335128735346224,0.5274471970831733,0.6072171145768754,0.0797699174937021,0.6241258482469649,0.6604982742190543,0.03637242597208934,0.506881873625177,1757.8666666666666,46
test,Proto-ICL,1,0.5775358889083622,0.489708856129372,-0.08782703277899018,0.6300253396273647,0.6156322965270256,-0.014393043100339176,0.6679282833395696,0.5939857428081758,-0.07394254053139371,0.5772124579988754,162.66666666666666,8
test,Proto-ICL,5,0.5764053895888711,0.5838703824411641,0.007464992852292962,0.6288167678115973,0.6858254310588119,0.05700866324721454,0.6676218896673971,0.6793927966760062,0.011770907008609055,0.5772124579988754,162.66666666666666,8
test,Proto-ICL,10,0.5781652800606434,0.5502967337847797,-0.02786854627586366,0.6303235377627716,0.6795365840661806,0.04921304630340895,0.6696791999090552,0.6430939029675034,-0.026585296941551873,0.5772124579988754,162.66666666666666,8
test,Proto-ICL,20,0.5765598529523519,0.5687950847746276,-0.007764768177724313,0.6269990980555376,0.6825467122862332,0.05554761423069565,0.669555430115773,0.6656466892030619,-0.003908740912711095,0.5772124579988754,162.66666666666666,8
test,Proto-ICL,1,0.5768458045119456,0.33341743005136637,-0.2434283744605792,0.5826795239112263,0.4922051342818768,-0.09047438962934956,0.6863656975024042,0.4536645264787821,-0.2327011710236221,0.5764121977744081,158.93333333333334,8
test,Proto-ICL,5,0.5778449922059392,0.4689246920597646,-0.1089203001461746,0.5825725730434457,0.5640331030622552,-0.018539469981190493,0.6880658272729974,0.610647168005384,-0.07741865926761338,0.5764121977744081,158.93333333333334,8
test,Proto-ICL,10,0.5777766171897494,0.5241400108334082,-0.053636606356341154,0.582125367994756,0.6360189300978838,0.05389356210312779,0.6892513792972013,0.6667243708969789,-0.02252700840022237,0.5764121977744081,158.93333333333334,8
test,Proto-ICL,20,0.5804478162494996,0.5123855895126349,-0.06806222673686468,0.5826605546259745,0.6232432231634981,0.04058266853752357,0.6936681294266581,0.6517709155684277,-0.04189721385823042,0.5764121977744081,158.93333333333334,8
test,Proto-ICL,1,0.5681415515233248,0.4014035388022512,-0.16673801272107358,0.5544350816055247,0.5573508322022386,0.0029157505967138952,0.6888109971250916,0.5406249335363437,-0.14818606358874797,0.5677309009347595,158.93333333333334,8
test,Proto-ICL,5,0.5688639607049218,0.4985040418742531,-0.07035991883066872,0.5540404710187319,0.5774182331725303,0.023377762153798387,0.6903165599720258,0.639285844093766,-0.0510307158782598,0.5677309009347595,158.93333333333334,8
test,Proto-ICL,10,0.5726803089289336,0.557640228673777,-0.015040080255156574,0.5558032455292578,0.6390396267806748,0.08323638125141708,0.6941716796813475,0.679021576584942,-0.01515010309640552,0.5677309009347595,158.93333333333334,8
test,Proto-ICL,20,0.5736974154391168,0.5138138882652762,-0.0598835271738406,0.5545609890816803,0.613149590235408,0.05858860115372777,0.6978350466796346,0.6616214862708383,-0.03621356040879631,0.5677309009347595,158.93333333333334,8
test,Proto-ICL,1,0.5894538403866857,0.33377681792886216,-0.25567702245782353,0.5708129391138894,0.4592240277457657,-0.11158891136812371,0.7002963319413954,0.5195924665526584,-0.18070386538873695,0.5895113792606768,158.93333333333334,8
test,Proto-ICL,5,0.591322024228192,0.5058173423636977,-0.08550468186449434,0.5710508758143094,0.6212138206674804,0.050162944853171076,0.7025750096079052,0.6353402954797884,-0.06723471412811677,0.5895113792606768,158.93333333333334,8
test,Proto-ICL,10,0.592227838967486,0.5039921560650834,-0.08823568290240258,0.5707597434514439,0.622658478821674,0.051898735370230153,0.7044705293128664,0.635111340633592,-0.06935918867927438,0.5895113792606768,158.93333333333334,8
test,Proto-ICL,20,0.5962360770071184,0.5302862371021854,-0.06594983990493308,0.5713289594945044,0.6357936902598189,0.06446473076531456,0.7098402014761164,0.6669931520886545,-0.042847049387461866,0.5895113792606768,158.93333333333334,8
test,Proto-ICL,1,0.5863037742741688,0.32738303724003115,-0.25892073703413765,0.5847477716289207,0.47123115375182334,-0.11351661787709733,0.6946617703260235,0.4761520350834866,-0.21850973524253692,0.5855489688927444,158.93333333333334,8
test,Proto-ICL,5,0.5868967710711517,0.5382881962537571,-0.048608574817394556,0.584455550981907,0.6176161856261431,0.03316063464423602,0.6960502041835479,0.6702559254859491,-0.02579427869759876,0.5855489688927444,158.93333333333334,8
test,Proto-ICL,10,0.5900204415655971,0.5161640196611115,-0.0738564219044856,0.586175266733054,0.6117588238728076,0.025583557139753577,0.6992897150377788,0.6516830085365517,-0.047606706501227114,0.5855489688927444,158.93333333333334,8
test,Proto-ICL,20,0.5919590572980591,0.4940983516240327,-0.09786070567402638,0.5859228544169262,0.6191285777640859,0.033205723347159766,0.7033723511160643,0.6197173101390111,-0.08365504097705323,0.5855489688927444,158.93333333333334,8
test,Proto-ICL,1,0.5775037157478491,0.2894868474265633,-0.2880168683212858,0.5645591833421311,0.4372007873645692,-0.12735839597756188,0.6920238921408332,0.4635797858823546,-0.22844410625847855,0.577072750629353,158.93333333333334,8
test,Proto-ICL,5,0.5803284731379048,0.4694552652350252,-0.11087320790287963,0.5653744728575567,0.5714622922903075,0.0060878194327508295,0.694943296333229,0.591322294832837,-0.103621001500392,0.577072750629353,158.93333333333334,8
test,Proto-ICL,10,0.5797697177791518,0.49376902486038,-0.08600069291877177,0.5643192678399969,0.5979026546299109,0.033583386789914016,0.6960587863781885,0.6314407293212714,-0.06461805705691714,0.577072750629353,158.93333333333334,8
test,Proto-ICL,20,0.5847563896523028,0.5192803265467629,-0.06547606310553988,0.5664476916884226,0.6175557220135955,0.05110803032517297,0.7020423990542063,0.6490676625756906,-0.052974736478515694,0.577072750629353,158.93333333333334,8
test,Proto-ICL,1,0.5330878358798214,0.29223442278623946,-0.240853413093582,0.5190840142336044,0.42806490464623553,-0.09101910958736886,0.6653383549261984,0.47056303864708754,-0.19477531627911088,0.5320587466163635,158.93333333333334,8
test,Proto-ICL,5,0.5333414903228767,0.4618493895535456,-0.0714921007693311,0.5184491373560968,0.5856345165296644,0.0671853791735676,0.6665922421619782,0.6133116607653323,-0.05328058139664593,0.5320587466163635,158.93333333333334,8
