name,test_kappa,test_accuracy,test_f1,val_kappa,hours_of_data,dataset_names,num_subjects_train,epochs,scheduler
all_data_hyper_tune,0.6025958577453612,0.6112762649705491,0.7170240068671687,0.556717993506672,1749.3333333333333,"ORP,2023_Open_N,2019_Open_N,2017_Open_N",45.0,100.0,CosineAnnealingLR
all_data_hyper_tune,0.5954097969745178,0.6276802125131479,0.7040696722870446,0.5650902772631284,1749.3333333333333,"ORP,2023_Open_N,2019_Open_N,2017_Open_N",45.0,100.0,CosineAnnealingLR
all_data_hyper_tune,,,,,,,,,
all_data_hyper_tune,0.5534105199020565,0.573325389292241,0.6773275673557608,0.5417549453175496,1749.3333333333333,"ORP,2023_Open_N,2019_Open_N,2017_Open_N",45.0,100.0,CosineAnnealingLR
all_data_hyper_tune,0.6177102546092248,0.6239416890659047,0.7175002979691875,0.5555494621675559,1749.3333333333333,"ORP,2023_Open_N,2019_Open_N,2017_Open_N",45.0,100.0,CosineAnnealingLR
all_data_hyper_tune,,,,,,,,,
all_data_hyper_tune,,,,,,,,,
all_data_hyper_tune,,,,,,,,,
all_data_hyper_tune,,,,,,,,,
all_data_hyper_tune,,,,,,,,,
all_data_hyper_tune,,,,,,,,,
all_data_hyper_tune,,,,,,,,,
all_data_hyper_tune,0.5419334024611349,0.5683603340232246,0.668239610333889,0.5002045913304485,1749.3333333333333,"ORP,2023_Open_N,2019_Open_N,2017_Open_N",45.0,100.0,CosineAnnealingLR
all_data_hyper_tune,,,,,,,,,
all_data_hyper_tune,0.45811011644687005,0.5594007694165984,0.5937014275262623,0.5074764652698365,1745.0666666666666,"ORP,2023_Open_N,2019_Open_N,2017_Open_N",45.0,100.0,CosineAnnealingLR
all_data_hyper_tune,,,,,,,,,
all_data_hyper_tune,,,,,,,,,
all_data_hyper_tune,,,,,,,,,
all_data_hyper_tune,0.5632550307428215,0.5812653233574083,0.6814686003419534,0.6078643133087275,1766.4,"ORP,2023_Open_N,2019_Open_N,2017_Open_N",46.0,100.0,CosineAnnealingLR
all_data_hyper_tune,,,,,,,,,
all_data_hyper_tune,,,,,,,,,
all_data_hyper_tune,0.5666144982893722,0.584624126968996,0.6899062801458592,0.6155367708757984,1766.4,"ORP,2023_Open_N,2019_Open_N,2017_Open_N",46.0,100.0,CosineAnnealingLR
all_data_hyper_tune,,,,,,,,,
all_data_hyper_tune,0.5788639486595251,0.5931925030962537,0.6911276803726263,0.6338318178724349,1766.4,"ORP,2023_Open_N,2019_Open_N,2017_Open_N",46.0,100.0,CosineAnnealingLR
all_data_hyper_tune,,,,,,,,,
all_data_hyper_tune,0.5700090739015462,0.6004867886216161,0.6907685592720838,0.5931465960279123,1766.4,"ORP,2023_Open_N,2019_Open_N,2017_Open_N",46.0,100.0,CosineAnnealingLR
all_data_hyper_tune,0.6023934560246715,0.609306476030031,0.7129950143654582,0.6155802157247748,1766.4,"ORP,2023_Open_N,2019_Open_N,2017_Open_N",46.0,100.0,CosineAnnealingLR
all_data_hyper_tune,0.6020704381824958,0.6046882294526835,0.7106436903852684,0.6407142543618096,1766.4,"ORP,2023_Open_N,2019_Open_N,2017_Open_N",46.0,100.0,CosineAnnealingLR
all_data_hyper_tune,,,,,,,,,
all_data_hyper_tune,,,,,,,,,
all_data_hyper_tune,,,,,,,,,
all_data_hyper_tune,0.5415302340431535,0.5752972802529644,0.6647483019739904,0.6108442649302313,1766.4,"ORP,2023_Open_N,2019_Open_N,2017_Open_N",46.0,100.0,CosineAnnealingLR
all_data_hyper_tune,0.5711053820814567,0.5944311732619834,0.6851736685618298,0.6148844039253567,1766.4,"ORP,2023_Open_N,2019_Open_N,2017_Open_N",46.0,100.0,CosineAnnealingLR
all_data_hyper_tune,,,,,,,,,
all_data_hyper_tune,0.6360177932511668,0.6238018455638,0.7313097864964125,0.6132065297874139,1766.4,"ORP,2023_Open_N,2019_Open_N,2017_Open_N",46.0,100.0,CosineAnnealingLR
all_data_hyper_tune,,,,,,,,,
all_data_hyper_tune,0.6340770614156817,0.6346721423050873,0.7321686544641605,0.6337736652669417,1766.4,"ORP,2023_Open_N,2019_Open_N,2017_Open_N",46.0,100.0,CosineAnnealingLR
all_data_hyper_tune,,,,,,,,,
ORP_hyper_tune_0.1,,,,,,,,,
ORP_hyper_tune_0.1,,,,,,,,,
ORP_hyper_tune_0.1,,,,,,,,,
ORP_hyper_tune_0.1,,,,,,,,,
ORP_hyper_tune_0.1,0.3699114213475413,0.4684676118482036,0.5136598157077427,0.22931029283576151,21.333333333333332,ORP,1.0,100.0,CosineAnnealingLR
ORP_hyper_tune_0.1,0.4645092787511631,0.5174277776744338,0.6000775413448444,0.27303990399662026,21.333333333333332,ORP,1.0,100.0,CosineAnnealingLR
ORP_hyper_tune_0.1,,,,,,,,,
ORP_hyper_tune_0.1,0.35687655887720937,0.4588301966520524,0.5093259180150819,0.24635597857460623,21.333333333333332,ORP,1.0,100.0,CosineAnnealingLR
ORP_hyper_tune_0.1,,,,,,,,,
ORP_hyper_tune_0.1,,,,,,,,,
ORP_hyper_tune_0.1,0.253313581072502,0.3776891337783127,0.4571430816513233,0.17785951609187556,21.333333333333332,ORP,1.0,100.0,CosineAnnealingLR
ORP_hyper_tune_0.1,0.2688044211221141,0.38486089144344526,0.4692835510086211,0.2035825119639698,21.333333333333332,ORP,1.0,100.0,CosineAnnealingLR
ORP_hyper_tune_0.1,0.4215918528484335,0.487376680004134,0.5697379312263297,0.2595796163038786,21.333333333333332,ORP,1.0,100.0,CosineAnnealingLR
ORP_hyper_tune_0.1,0.45002323342246775,0.5065766256568155,0.5947949794194672,0.24583567203581724,21.333333333333332,ORP,1.0,100.0,CosineAnnealingLR
ORP_hyper_tune_0.1,,,,,,,,,
ORP_hyper_tune_0.1,,,,,,,,,
ORP_hyper_tune_0.1,,,,,,,,,
ORP_hyper_tune_0.1,0.4300192948930551,0.49731136407673554,0.5767170168494382,0.29755219984175985,21.333333333333332,ORP,1.0,100.0,CosineAnnealingLR
ORP_hyper_tune_0.1,,,,,,,,,
ORP_hyper_tune_0.1,,,,,,,,,
ORP_hyper_tune_0.2,,,,,,,,,
ORP_hyper_tune_0.2,0.5508170280266748,0.5530790853314087,0.6719115858156205,0.38731719983134394,42.666666666666664,ORP,2.0,100.0,CosineAnnealingLR
ORP_hyper_tune_0.2,,,,,,,,,
ORP_hyper_tune_0.2,,,,,,,,,
ORP_hyper_tune_0.2,,,,,,,,,
ORP_hyper_tune_0.2,,,,,,,,,
ORP_hyper_tune_0.2,,,,,,,,,
ORP_hyper_tune_0.2,0.501980816236435,0.5360256557834907,0.6297138577544821,0.3699824214432662,42.666666666666664,ORP,2.0,100.0,CosineAnnealingLR
ORP_hyper_tune_0.2,0.407289726168626,0.4919368299302927,0.5602622916904713,0.3287558390219547,42.666666666666664,ORP,2.0,100.0,CosineAnnealingLR
ORP_hyper_tune_0.2,0.45882341166331897,0.5149321374488498,0.5948816332594978,0.35515060378125296,42.666666666666664,ORP,2.0,100.0,CosineAnnealingLR
ORP_hyper_tune_0.2,,,,,,,,,
ORP_hyper_tune_0.2,0.4806265574189399,0.5161301714157362,0.6134750312036489,0.3721310965554353,42.666666666666664,ORP,2.0,100.0,CosineAnnealingLR
ORP_hyper_tune_0.2,0.48336967932278696,0.5239610302134765,0.615854827720921,0.379293168294216,42.666666666666664,ORP,2.0,100.0,CosineAnnealingLR
ORP_hyper_tune_0.2,0.4791420827531559,0.5178460191555356,0.612858804329805,0.3863709383768501,42.666666666666664,ORP,2.0,100.0,CosineAnnealingLR
ORP_hyper_tune_0.2,,,,,,,,,
ORP_hyper_tune_0.2,,,,,,,,,
ORP_hyper_tune_0.2,,,,,,,,,
ORP_hyper_tune_0.2,0.506287383231409,0.5395331144932255,0.6331812269640555,0.36118527390847566,42.666666666666664,ORP,2.0,100.0,CosineAnnealingLR
ORP_hyper_tune_0.2,,,,,,,,,
ORP_hyper_tune_0.2,0.49967690037306334,0.5100720148406154,0.6355517971206421,0.38346131516001425,42.666666666666664,ORP,2.0,100.0,CosineAnnealingLR
ORP_hyper_tune_0.3,0.4953260242981464,0.5236238215545161,0.6301037479999072,0.42096984760413025,64.0,ORP,3.0,100.0,CosineAnnealingLR
ORP_hyper_tune_0.3,,,,,,,,,
ORP_hyper_tune_0.3,,,,,,,,,
ORP_hyper_tune_0.3,,,,,,,,,
ORP_hyper_tune_0.3,0.5216993915934826,0.5367992312988117,0.6573380089527345,0.42432703500062807,64.0,ORP,3.0,100.0,CosineAnnealingLR
ORP_hyper_tune_0.3,0.5335316194491315,0.5425951023345291,0.6623288569596255,0.43293154194036976,64.0,ORP,3.0,100.0,CosineAnnealingLR
ORP_hyper_tune_0.3,0.5159843851816932,0.5358042162503254,0.6496639317032697,0.42396728412834606,64.0,ORP,3.0,100.0,CosineAnnealingLR
ORP_hyper_tune_0.3,0.4363755570505789,0.468633239251964,0.5991154955803923,0.3515005359263095,64.0,ORP,3.0,100.0,CosineAnnealingLR
ORP_hyper_tune_0.3,0.4925639840483704,0.5115009502022166,0.6315033505191852,0.4262342480331469,64.0,ORP,3.0,100.0,CosineAnnealingLR
ORP_hyper_tune_0.3,0.5109617249580933,0.5495006677368359,0.6542460122528215,0.3892124990402496,64.0,ORP,3.0,100.0,CosineAnnealingLR
ORP_hyper_tune_0.3,,,,,,,,,
ORP_hyper_tune_0.3,0.5264269913104971,0.5428968409900043,0.6551491105120598,0.45712143318079335,64.0,ORP,3.0,100.0,CosineAnnealingLR
ORP_hyper_tune_0.3,0.5218726216805155,0.5388832298930781,0.6587297745199912,0.4337769238294183,64.0,ORP,3.0,100.0,CosineAnnealingLR
ORP_hyper_tune_0.3,0.5083018576923434,0.5281652288275249,0.6460470835434116,0.44804454422289675,64.0,ORP,3.0,100.0,CosineAnnealingLR
ORP_hyper_tune_0.3,0.5387853759780895,0.5350785268028676,0.6671841211319092,0.4654311186570146,68.26666666666667,ORP,3.0,100.0,CosineAnnealingLR
ORP_hyper_tune_0.3,0.5159103513758692,0.5311317467055247,0.6447099383465387,0.4229060485874684,68.26666666666667,ORP,3.0,100.0,CosineAnnealingLR
ORP_hyper_tune_0.3,,,,,,,,,
ORP_hyper_tune_0.3,,,,,,,,,
ORP_hyper_tune_0.3,0.549250474781827,0.5506981856441231,0.6753225894429243,0.40464968210826,68.26666666666667,ORP,3.0,100.0,CosineAnnealingLR
ORP_hyper_tune_0.3,,,,,,,,,
ORP_hyper_tune_0.4,,,,,,,,,
ORP_hyper_tune_0.4,,,,,,,,,
ORP_hyper_tune_0.4,0.5236939416874915,0.5758188210839014,0.6550938117888597,0.5272833313634762,110.93333333333334,ORP,5.0,100.0,CosineAnnealingLR
ORP_hyper_tune_0.4,0.516535122900549,0.5736377780177342,0.649421920186787,0.5335460370080592,110.93333333333334,ORP,5.0,100.0,CosineAnnealingLR
ORP_hyper_tune_0.4,0.4652557394130843,0.5458745559035317,0.6110770032673217,0.505772364361085,110.93333333333334,ORP,5.0,100.0,CosineAnnealingLR
ORP_hyper_tune_0.4,0.5035252194378352,0.5396912406314216,0.6396751396980442,0.452787059215375,110.93333333333334,ORP,5.0,100.0,CosineAnnealingLR
ORP_hyper_tune_0.4,,,,,,,,,
ORP_hyper_tune_0.4,,,,,,,,,
ORP_hyper_tune_0.4,,,,,,,,,
ORP_hyper_tune_0.4,,,,,,,,,
ORP_hyper_tune_0.4,0.5527038910327684,0.5814641468828236,0.6753502695262512,0.4844460952329091,110.93333333333334,ORP,5.0,100.0,CosineAnnealingLR
ORP_hyper_tune_0.4,0.5718082808580078,0.6183458857966101,0.6958520927463858,0.5498743026943136,110.93333333333334,ORP,5.0,100.0,CosineAnnealingLR
ORP_hyper_tune_0.4,0.5476809175467771,0.5826845677600708,0.6780790042625787,0.5341728241934711,110.93333333333334,ORP,5.0,100.0,CosineAnnealingLR
ORP_hyper_tune_0.4,0.5039976912205739,0.5830569867419098,0.6383795772869306,0.5375545059723252,110.93333333333334,ORP,5.0,100.0,CosineAnnealingLR
ORP_hyper_tune_0.4,0.4630239244378389,0.5463842524427129,0.598143494381519,0.524603355709295,110.93333333333334,ORP,5.0,100.0,CosineAnnealingLR
ORP_hyper_tune_0.4,0.49532086034127665,0.5568518848612294,0.6273158251926036,0.5256614415850958,110.93333333333334,ORP,5.0,100.0,CosineAnnealingLR
ORP_hyper_tune_0.4,0.5522151595638474,0.5926483923312683,0.6817418018037354,0.5287876884385911,110.93333333333334,ORP,5.0,100.0,CosineAnnealingLR
ORP_hyper_tune_0.4,0.5552643204452165,0.593222946981735,0.6785779650166059,0.5223771762713774,110.93333333333334,ORP,5.0,100.0,CosineAnnealingLR
ORP_hyper_tune_0.4,0.5456076953854517,0.5624823947773259,0.6805040057628388,0.4831122968181677,110.93333333333334,ORP,5.0,100.0,CosineAnnealingLR
ORP_hyper_tune_0.4,0.490240674543276,0.5626966051471995,0.6160918013771004,0.5247394074672641,110.93333333333334,ORP,5.0,100.0,CosineAnnealingLR
all_data_hyper_tune,0.599914220281575,0.5855893395380178,0.7091579341322339,0.6000486279145594,1766.4,"ORP,2023_Open_N,2019_Open_N,2017_Open_N",46.0,100.0,CosineAnnealingLR
all_data_hyper_tune,0.5568245093652768,0.5720830508814677,0.6882381838220051,0.5940325772823722,1766.4,"ORP,2023_Open_N,2019_Open_N,2017_Open_N",46.0,100.0,CosineAnnealingLR
all_data_hyper_tune,,,,,,,,,
all_data_hyper_tune,,,,,,,,,
all_data_hyper_tune,,,,,,,,,
all_data_hyper_tune,0.5716916798096963,0.5813174339434191,0.6869828225797253,0.6225528306062296,1765.8666666666666,"ORP,2023_Open_N,2019_Open_N,2017_Open_N",46.0,100.0,CosineAnnealingLR
test_on_2017,0.2224450019476225,0.35382059813967354,0.430247530592531,0.6773303650046748,1306.6666666666667,"ORP,2023_Open_N,2019_Open_N,2017_Open_N",43.0,100.0,CosineAnnealingLR
test_on_2017,0.1953367195094,0.3348186733780262,0.4116800678971608,0.6175564521751129,1314.1333333333334,"ORP,2023_Open_N,2019_Open_N,2017_Open_N",43.0,100.0,CosineAnnealingLR
test_on_2017,,,,,,,,,
normal_train_val_test_split,,,,,,,,,
normal_train_val_test_split,0.6682316941700299,0.6908472434573392,0.7547142545210372,0.6624976870435599,1322.6666666666667,"ORP,2023_Open_N,2019_Open_N,2017_Open_N",52.0,100.0,CosineAnnealingLR
all_data_batch_64,0.6113240194335348,0.599316907043131,0.719708021135165,0.6181973039441928,1765.8666666666666,"ORP,2023_Open_N,2019_Open_N,2017_Open_N",46.0,100.0,CosineAnnealingLR
all_data_batch_64,,,,,,,,,
all_data_batch_64,0.6236372439369922,0.6148134800118213,0.7250355896068864,0.625575784018628,1765.8666666666666,"ORP,2023_Open_N,2019_Open_N,2017_Open_N",46.0,100.0,CosineAnnealingLR
all_data_batch_64,0.6353752437365316,0.6125353007815383,0.7289789766314867,0.6275690693051913,1765.8666666666666,"ORP,2023_Open_N,2019_Open_N,2017_Open_N",46.0,100.0,CosineAnnealingLR
ORP_0.6,,,,,,,,,
ORP_0.6,0.5275982425274368,0.5606528797395544,0.6628543452370204,0.5742805669539353,145.06666666666666,ORP,7.0,100.0,CosineAnnealingLR
ORP_0.6,,,,,,,,,
ORP_0.6,0.5365299749108868,0.5742195001394574,0.6609996656620346,0.5608088098605326,145.06666666666666,ORP,7.0,100.0,CosineAnnealingLR
ORP_0.6,0.5341655941708537,0.5725731133572738,0.6634724770261532,0.575018286589324,145.06666666666666,ORP,7.0,100.0,CosineAnnealingLR
ORP_0.6,,,,,,,,,
ORP_0.6,,,,,,,,,
ORP_0.6,,,,,,,,,
ORP_0.6,0.5184738462011917,0.5600264778090687,0.6574161284607862,0.5614055620141429,145.06666666666666,ORP,7.0,100.0,CosineAnnealingLR
ORP_0.6,,,,,,,,,
ORP_0.6,0.5061076074637556,0.5592080190583836,0.6423900022793179,0.5758776501359474,145.06666666666666,ORP,7.0,100.0,CosineAnnealingLR
ORP_0.6,0.5039593977612591,0.5568339561666049,0.6480441135233279,0.5777238477500921,145.06666666666666,ORP,7.0,100.0,CosineAnnealingLR
ORP_0.6,0.49908360197094814,0.5395204213908074,0.6367036117483821,0.5750059212720777,145.06666666666666,ORP,7.0,100.0,CosineAnnealingLR
all_data_batch_64,,,,,,,,,
ORP_0.6,,,,,,,,,
ORP_0.6,0.5076756501342474,0.5603088219701444,0.6383538641396163,0.581951246244825,145.06666666666666,ORP,7.0,100.0,CosineAnnealingLR
all_data_batch_64,,,,,,,,,
ORP_0.6,0.5321519725619237,0.5700505162878248,0.6518120770712557,0.5724707373623112,145.06666666666666,ORP,7.0,100.0,CosineAnnealingLR
all_data_batch_64,0.6285633050390074,0.6082128202304053,0.7306333584715261,0.6164514479276464,1765.8666666666666,"ORP,2023_Open_N,2019_Open_N,2017_Open_N",46.0,100.0,CosineAnnealingLR
ORP_0.6,0.5531429392751821,0.582371218589108,0.6708575423430164,0.5921939060913304,145.06666666666666,ORP,7.0,100.0,CosineAnnealingLR
ORP_0.6,,,,,,,,,
ORP_0.6,0.5150609687452957,0.5653658983046236,0.64720712538364,0.5947860697099963,145.06666666666666,ORP,7.0,100.0,CosineAnnealingLR
ORP_0.6,0.506173290022113,0.558790737378201,0.6455338969809183,0.6101931240118553,145.06666666666666,ORP,7.0,100.0,CosineAnnealingLR
all_data_batch_64,,,,,,,,,
all_data_batch_64,0.606976896470918,0.5965255751582916,0.7106786930234549,0.597777764340629,1765.8666666666666,"ORP,2023_Open_N,2019_Open_N,2017_Open_N",46.0,100.0,CosineAnnealingLR
all_data_batch_64,0.5781795762979343,0.5825050770743393,0.6873532712717201,0.5950515227751529,1765.8666666666666,"ORP,2023_Open_N,2019_Open_N,2017_Open_N",46.0,100.0,CosineAnnealingLR
all_data_batch_256,,,,,,,,,
all_data_batch_256,0.5411022625556252,0.5716780050008274,0.6707349873110032,0.605265454229627,1766.4,"ORP,2023_Open_N,2019_Open_N,2017_Open_N",46.0,100.0,CosineAnnealingLR
all_data_batch_256,0.5637572435750343,0.572394551635907,0.6894080042500871,0.5385396604980626,1766.4,"ORP,2023_Open_N,2019_Open_N,2017_Open_N",46.0,100.0,CosineAnnealingLR
all_data_batch_256,,,,,,,,,
all_data_batch_256,,,,,,,,,
all_data_batch_256,,,,,,,,,
all_data_batch_256,,,,,,,,,
all_data_batch_256,,,,,,,,,
all_data_batch_256,,,,,,,,,
all_data_batch_256,,,,,,,,,
test_4class,,,,,,,,,
test_4class,,,,,,,,,
test_4class,,,,,,,,,
test_4class,,,,,,,,,
test_4class,,,,,,,,,
test_4class,,,,,,,,,
test_4class,0.6350157183633658,0.7352212324967629,0.754429544175173,0.6477632143418609,1766.4,"ORP,2023_Open_N,2019_Open_N,2017_Open_N",46.0,100.0,CosineAnnealingLR
test_4class,,,,,,,,,
test_4class,,,,,,,,,
test_4class,,,,,,,,,
test_4class,,,,,,,,,
test_4class,,,,,,,,,
test_4class,,,,,,,,,
test_4class,,,,,,,,,
test_4class,,,,,,,,,
test_4class,,,,,,,,,
test_4class,0.5920538932759252,0.7221466396448698,0.7219473415450413,0.6203004939006546,1766.4,"ORP,2023_Open_N,2019_Open_N,2017_Open_N",46.0,100.0,CosineAnnealingLR
test_4class,0.6334760834752086,0.7254970843548694,0.7554601358702334,0.6365064721489455,1766.4,"ORP,2023_Open_N,2019_Open_N,2017_Open_N",46.0,100.0,CosineAnnealingLR
test_4class,0.5748132214239172,0.6799508210651348,0.7161408953437471,0.6365735215293297,1766.4,"ORP,2023_Open_N,2019_Open_N,2017_Open_N",46.0,100.0,CosineAnnealingLR
test_4class,0.5921937495251155,0.7280489090971639,0.7189274679890422,0.613134141735155,1766.4,"ORP,2023_Open_N,2019_Open_N,2017_Open_N",46.0,100.0,CosineAnnealingLR
test_4class,0.6199133474939589,0.7246610639542863,0.7445652490201179,0.6230405907446512,1766.4,"ORP,2023_Open_N,2019_Open_N,2017_Open_N",46.0,100.0,CosineAnnealingLR
test_4class,,,,,,,,,
test_4class,0.5710314651094082,0.6922660662399792,0.7124832627129227,0.6085403462557168,1766.4,"ORP,2023_Open_N,2019_Open_N,2017_Open_N",46.0,100.0,CosineAnnealingLR
test_4class,,,,,,,,,
test_4class,0.6309379133002213,0.7253982799216183,0.7545142966535224,0.6264856958555127,1766.4,"ORP,2023_Open_N,2019_Open_N,2017_Open_N",46.0,100.0,CosineAnnealingLR
test_4class,0.5384340022054127,0.6876925037965248,0.6857473770447954,0.6230680585513058,1766.4,"ORP,2023_Open_N,2019_Open_N,2017_Open_N",46.0,100.0,CosineAnnealingLR
test_4class,0.5774028285294797,0.7150837545106574,0.7121281244176697,0.6344323537985161,1766.4,"ORP,2023_Open_N,2019_Open_N,2017_Open_N",46.0,100.0,CosineAnnealingLR
ORP_hyper_tune_0.1,,,,,,,,,
ORP_hyper_tune_0.1,,,,,,,,,
ORP_hyper_tune_0.1,,,,,,,,,
ORP_hyper_tune_0.1,,,,,,,,,
ORP_hyper_tune_0.1,0.4464958585125859,0.5045382775037323,0.5854931786594335,0.30116832652191583,25.6,ORP,1.0,100.0,CosineAnnealingLR
ORP_hyper_tune_0.1,,,,,,,,,
ORP_hyper_tune_0.1,0.4000396918207779,0.46918216556197223,0.5605836085482554,0.24230691561692885,25.6,ORP,1.0,100.0,CosineAnnealingLR
ORP_hyper_tune_0.1,,,,,,,,,
ORP_hyper_tune_0.1,0.3701834371528227,0.45373978163881007,0.5374495944177018,0.22778867783996848,25.6,ORP,1.0,100.0,CosineAnnealingLR
ORP_hyper_tune_0.1,,,,,,,,,
ORP_hyper_tune_0.1,,,,,,,,,
ORP_hyper_tune_0.1,,,,,,,,,
ORP_hyper_tune_0.1,,,,,,,,,
ORP_hyper_tune_0.1,,,,,,,,,
ORP_hyper_tune_0.1,,,,,,,,,
ORP_hyper_tune_0.1,0.3583265593410997,0.46724388832226793,0.512513501377336,0.5091969666730523,17.066666666666666,ORP,1.0,100.0,CosineAnnealingLR
ORP_hyper_tune_0.1,0.426018227187127,0.4855291784578217,0.5899541125757495,0.6576814411079914,17.066666666666666,ORP,1.0,100.0,CosineAnnealingLR
ORP_hyper_tune_0.1,,,,,,,,,
ORP_hyper_tune_0.1,,,,,,,,,
ORP_hyper_tune_0.1,,,,,,,,,
